Period,Period Label,Commodity,Commodity Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2004M04,"Apr. 2004",IN0001.02,"Food",64,,,4.55808,,,2.48199,,
2004M04,"Apr. 2004",IN0001.03,"Tropical beverages",47.84,,,2.20038,,,-3.78117,,
2004M04,"Apr. 2004",IN0001.04,"Vegetable oilseeds and oils",89.11,,,38.60632,,,-9.26586,,
2004M04,"Apr. 2004",IN0001.06,"Agricultural raw materials",82.87,,,17.04802,,,-0.69503,,
2004M04,"Apr. 2004",IN0001.07,"Minerals, ores and metals",49.16,,,32.86486,,,-0.76706,,
2004M04,"Apr. 2004",IN0001.08,"Minerals, ores and non-precious metals",63.72,,,37.65392,,,-0.48415,,
2004M04,"Apr. 2004",IN0001.09,"Precious metals",37.65,,,26.93864,,,-1.15516,,
2004M04,"Apr. 2004",IN0001.10,"Fuels",75.67,,,24.11022,,,2.53388,,
2004M04,"Apr. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M04,"Apr. 2004",IN0001.05,"Tropical beverages and food",60.02,,,4.09296,,,1.1971,,
2004M04,"Apr. 2004",IN0001.22,"All groups excl. fuels",59.25,,,23.07852,,,-1.74129,,
2004M04,"Apr. 2004",IN0001.23,"All groups excl. precious metals",73.67,,,23.5452,,,1.2646,,
2004M04,"Apr. 2004",IN0001.24,"All groups excl. precious metals and fuels",68.97,,,22.13565,,,-1.89189,,
2004M05,"May  2004",IN0001.20,"All groups",73.42,,,26.12953,,,5.79251,,
2004M05,"May  2004",IN0001.01,"All food",65.81,,,10.84723,,,-4.35983,,
2004M05,"May  2004",IN0001.02,"Food",63.08,,,4.14397,,,-1.4375,,
2004M05,"May  2004",IN0001.03,"Tropical beverages",48.36,,,4.29157,,,1.08696,,
2004M05,"May  2004",IN0001.04,"Vegetable oilseeds and oils",80.51,,,24.45509,,,-9.65099,,
2004M05,"May  2004",IN0001.06,"Agricultural raw materials",80.98,,,16.10036,,,-2.28068,,
2004M05,"May  2004",IN0001.07,"Minerals, ores and metals",46.73,,,20.74935,,,-4.94304,,
2004M05,"May  2004",IN0001.08,"Minerals, ores and non-precious metals",61.19,,,29.58492,,,-3.9705,,
2004M05,"May  2004",IN0001.09,"Precious metals",35.3,,,10.41602,,,-6.2417,,
2004M05,"May  2004",IN0001.10,"Fuels",83.74,,,30.92558,,,10.66473,,
2004M05,"May  2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M05,"May  2004",IN0001.05,"Tropical beverages and food",59.45,,,4.17032,,,-0.94968,,
2004M05,"May  2004",IN0001.22,"All groups excl. fuels",56.67,,,15.91327,,,-4.35443,,
2004M05,"May  2004",IN0001.23,"All groups excl. precious metals",78.54,,,27.21088,,,6.61056,,
2004M05,"May  2004",IN0001.24,"All groups excl. precious metals and fuels",66.3,,,17.34513,,,-3.87125,,
2004M06,"June 2004",IN0001.20,"All groups",71.65,,,20.86707,,,-2.41079,,
2004M06,"June 2004",IN0001.01,"All food",64.41,,,10.93696,,,-2.12734,,
2004M06,"June 2004",IN0001.02,"Food",63.43,,,5.92852,,,0.55485,,
2004M06,"June 2004",IN0001.03,"Tropical beverages",50.28,,,16.49676,,,3.97022,,
2004M06,"June 2004",IN0001.04,"Vegetable oilseeds and oils",74.16,,,17.04545,,,-7.88722,,
2004M06,"June 2004",IN0001.06,"Agricultural raw materials",80.17,,,15.10409,,,-1.00025,,
2004M06,"June 2004",IN0001.07,"Minerals, ores and metals",47.56,,,22.3251,,,1.77616,,
2004M06,"June 2004",IN0001.08,"Minerals, ores and non-precious metals",62.27,,,30.73693,,,1.76499,,
2004M06,"June 2004",IN0001.09,"Precious metals",35.94,,,12.45307,,,1.81303,,
2004M06,"June 2004",IN0001.10,"Fuels",80.95,,,22.819,,,-3.33174,,
2004M06,"June 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M06,"June 2004",IN0001.05,"Tropical beverages and food",60.19,,,7.94476,,,1.24474,,
2004M06,"June 2004",IN0001.22,"All groups excl. fuels",56.57,,,16.5911,,,-0.17646,,
2004M06,"June 2004",IN0001.23,"All groups excl. precious metals",76.45,,,21.44559,,,-2.66106,,
2004M06,"June 2004",IN0001.24,"All groups excl. precious metals and fuels",65.86,,,17.67018,,,-0.66365,,
2004M07,"Jul. 2004",IN0001.20,"All groups",73.27,,,25.11954,,,2.26099,,
2004M07,"Jul. 2004",IN0001.01,"All food",63.59,,,11.13247,,,-1.27309,,
2004M07,"Jul. 2004",IN0001.02,"Food",64.17,,,8.50524,,,1.16664,,
2004M07,"Jul. 2004",IN0001.03,"Tropical beverages",47.86,,,8.32956,,,-4.81305,,
2004M07,"Jul. 2004",IN0001.04,"Vegetable oilseeds and oils",71.53,,,16.65036,,,-3.54639,,
2004M07,"Jul. 2004",IN0001.06,"Agricultural raw materials",78.36,,,11.84699,,,-2.2577,,
2004M07,"Jul. 2004",IN0001.07,"Minerals, ores and metals",48.58,,,24.15027,,,2.14466,,
2004M07,"Jul. 2004",IN0001.08,"Minerals, ores and non-precious metals",63.88,,,31.92895,,,2.58551,,
2004M07,"Jul. 2004",IN0001.09,"Precious metals",36.48,,,14.75307,,,1.5025,,
2004M07,"Jul. 2004",IN0001.10,"Fuels",83.51,,,28.83369,,,3.16245,,
2004M07,"Jul. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M07,"Jul. 2004",IN0001.05,"Tropical beverages and food",60.15,,,8.4761,,,-0.06646,,
2004M07,"Jul. 2004",IN0001.22,"All groups excl. fuels",56.67,,,17.06259,,,0.17677,,
2004M07,"Jul. 2004",IN0001.23,"All groups excl. precious metals",78.22,,,25.8568,,,2.31524,,
2004M07,"Jul. 2004",IN0001.24,"All groups excl. precious metals and fuels",65.77,,,17.67758,,,-0.13665,,
2004M08,"Aug. 2004",IN0001.20,"All groups",75.95,,,26.87939,,,3.6577,,
2004M08,"Aug. 2004",IN0001.01,"All food",62.71,,,8.81485,,,-1.38387,,
2004M08,"Aug. 2004",IN0001.02,"Food",63.39,,,6.68125,,,-1.21552,,
2004M08,"Aug. 2004",IN0001.03,"Tropical beverages",49.12,,,8.69661,,,2.63268,,
2004M08,"Aug. 2004",IN0001.04,"Vegetable oilseeds and oils",69.26,,,12.47158,,,-3.17349,,
2004M08,"Aug. 2004",IN0001.06,"Agricultural raw materials",77.97,,,8.23154,,,-0.4977,,
2004M08,"Aug. 2004",IN0001.07,"Minerals, ores and metals",48.72,,,21.89142,,,0.28818,,
2004M08,"Aug. 2004",IN0001.08,"Minerals, ores and non-precious metals",63.4,,,28.54826,,,-0.75141,,
2004M08,"Aug. 2004",IN0001.09,"Precious metals",37.13,,,13.96562,,,1.7818,,
2004M08,"Aug. 2004",IN0001.10,"Fuels",88,,,32.45033,,,5.3766,,
2004M08,"Aug. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M08,"Aug. 2004",IN0001.05,"Tropical beverages and food",59.87,,,7.08281,,,-0.4655,,
2004M08,"Aug. 2004",IN0001.22,"All groups excl. fuels",56.41,,,14.63117,,,-0.4588,,
2004M08,"Aug. 2004",IN0001.23,"All groups excl. precious metals",81.16,,,27.75067,,,3.75863,,
2004M08,"Aug. 2004",IN0001.24,"All groups excl. precious metals and fuels",65.1,,,14.83507,,,-1.0187,,
2004M09,"Sep. 2004",IN0001.20,"All groups",74.31,,,29.73115,,,-2.15932,,
2004M09,"Sep. 2004",IN0001.01,"All food",62.42,,,6.88356,,,-0.46245,,
2004M09,"Sep. 2004",IN0001.02,"Food",62.39,,,8.46662,,,-1.57754,,
2004M09,"Sep. 2004",IN0001.03,"Tropical beverages",51.23,,,10.33814,,,4.2956,,
2004M09,"Sep. 2004",IN0001.04,"Vegetable oilseeds and oils",68.84,,,3.11564,,,-0.60641,,
2004M09,"Sep. 2004",IN0001.06,"Agricultural raw materials",78.33,,,2.80877,,,0.46172,,
2004M09,"Sep. 2004",IN0001.07,"Minerals, ores and metals",49.11,,,19.95603,,,0.80049,,
2004M09,"Sep. 2004",IN0001.08,"Minerals, ores and non-precious metals",63.99,,,29.27273,,,0.9306,,
2004M09,"Sep. 2004",IN0001.09,"Precious metals",37.35,,,9.30641,,,0.59251,,
2004M09,"Sep. 2004",IN0001.10,"Fuels",85.26,,,38.61161,,,-3.11364,,
2004M09,"Sep. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M09,"Sep. 2004",IN0001.05,"Tropical beverages and food",59.64,,,8.85198,,,-0.38417,,
2004M09,"Sep. 2004",IN0001.22,"All groups excl. fuels",56.56,,,12.17771,,,0.26591,,
2004M09,"Sep. 2004",IN0001.23,"All groups excl. precious metals",79.28,,,31.30176,,,-2.31641,,
2004M09,"Sep. 2004",IN0001.24,"All groups excl. precious metals and fuels",65.21,,,12.95687,,,0.16897,,
2004M10,"Oct. 2004",IN0001.20,"All groups",81.46,,,35.60846,,,9.62185,,
2004M10,"Oct. 2004",IN0001.01,"All food",61.78,,,0.71731,,,-1.02531,,
2004M10,"Oct. 2004",IN0001.02,"Food",63.21,,,9.96868,,,1.31431,,
2004M10,"Oct. 2004",IN0001.03,"Tropical beverages",49.47,,,10.08011,,,-3.43549,,
2004M10,"Oct. 2004",IN0001.04,"Vegetable oilseeds and oils",66.31,,,-14.3171,,,-3.67519,,
2004M10,"Oct. 2004",IN0001.06,"Agricultural raw materials",79.48,,,-3.84708,,,1.46815,,
2004M10,"Oct. 2004",IN0001.07,"Minerals, ores and metals",50.85,,,21.76724,,,3.54307,,
2004M10,"Oct. 2004",IN0001.08,"Minerals, ores and non-precious metals",66.07,,,28.74123,,,3.25051,,
2004M10,"Oct. 2004",IN0001.09,"Precious metals",38.83,,,13.53801,,,3.96252,,
2004M10,"Oct. 2004",IN0001.10,"Fuels",96.29,,,48.77936,,,12.9369,,
2004M10,"Oct. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M10,"Oct. 2004",IN0001.05,"Tropical beverages and food",59.82,,,9.98345,,,0.30181,,
2004M10,"Oct. 2004",IN0001.22,"All groups excl. fuels",57.42,,,9.32978,,,1.52051,,
2004M10,"Oct. 2004",IN0001.23,"All groups excl. precious metals",87.19,,,37.22065,,,9.9773,,
2004M10,"Oct. 2004",IN0001.24,"All groups excl. precious metals and fuels",65.79,,,8.26065,,,0.88943,,
2004M11,"Nov. 2004",IN0001.20,"All groups",76.88,,,27.60166,,,-5.62239,,
2004M11,"Nov. 2004",IN0001.01,"All food",63.3,,,0.04742,,,2.46034,,
2004M11,"Nov. 2004",IN0001.02,"Food",63.5,,,7.9932,,,0.45879,,
2004M11,"Nov. 2004",IN0001.03,"Tropical beverages",54.58,,,21.72168,,,10.32949,,
2004M11,"Nov. 2004",IN0001.04,"Vegetable oilseeds and oils",67.9,,,-16.72799,,,2.39783,,
2004M11,"Nov. 2004",IN0001.06,"Agricultural raw materials",80.3,,,-3.33454,,,1.03171,,
2004M11,"Nov. 2004",IN0001.07,"Minerals, ores and metals",51.82,,,20.25992,,,1.90757,,
2004M11,"Nov. 2004",IN0001.08,"Minerals, ores and non-precious metals",66.15,,,24.71719,,,0.12108,,
2004M11,"Nov. 2004",IN0001.09,"Precious metals",40.49,,,14.93046,,,4.27505,,
2004M11,"Nov. 2004",IN0001.10,"Fuels",88.18,,,37.52339,,,-8.42247,,
2004M11,"Nov. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M11,"Nov. 2004",IN0001.05,"Tropical beverages and food",61.3,,,10.72977,,,2.47409,,
2004M11,"Nov. 2004",IN0001.22,"All groups excl. fuels",58.56,,,8.50472,,,1.98537,,
2004M11,"Nov. 2004",IN0001.23,"All groups excl. precious metals",81.77,,,28.54897,,,-6.21631,,
2004M11,"Nov. 2004",IN0001.24,"All groups excl. precious metals and fuels",66.7,,,6.8739,,,1.38319,,
2004M12,"Dec. 2004",IN0001.20,"All groups",76.3,,,17.56549,,,-0.75442,,
2004M12,"Dec. 2004",IN0001.01,"All food",64.9,,,1.31127,,,2.52765,,
2004M12,"Dec. 2004",IN0001.02,"Food",64.79,,,9.6092,,,2.0315,,
2004M12,"Dec. 2004",IN0001.03,"Tropical beverages",59.24,,,27.09719,,,8.53793,,
2004M12,"Dec. 2004",IN0001.04,"Vegetable oilseeds and oils",68.3,,,-17.31235,,,0.5891,,
2004M12,"Dec. 2004",IN0001.06,"Agricultural raw materials",81.4,,,-1.66707,,,1.36986,,
2004M12,"Dec. 2004",IN0001.07,"Minerals, ores and metals",51.7,,,14.65957,,,-0.23157,,
2004M12,"Dec. 2004",IN0001.08,"Minerals, ores and non-precious metals",65.9,,,18.91014,,,-0.37793,,
2004M12,"Dec. 2004",IN0001.09,"Precious metals",40.48,,,9.61278,,,-0.0247,,
2004M12,"Dec. 2004",IN0001.10,"Fuels",86.88,,,22.69453,,,-1.47426,,
2004M12,"Dec. 2004",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2004M12,"Dec. 2004",IN0001.05,"Tropical beverages and food",63.42,,,13.18936,,,3.4584,,
2004M12,"Dec. 2004",IN0001.22,"All groups excl. fuels",59.16,,,6.9221,,,1.02459,,
2004M12,"Dec. 2004",IN0001.23,"All groups excl. precious metals",81.12,,,18.14739,,,-0.79491,,
2004M12,"Dec. 2004",IN0001.24,"All groups excl. precious metals and fuels",67.57,,,6.22544,,,1.30435,,
2005M01,"Jan. 2005",IN0001.20,"All groups",80.79,,,21.01558,,,5.88467,,
2005M01,"Jan. 2005",IN0001.01,"All food",65.18,,,-1.15256,,,0.43143,,
2005M01,"Jan. 2005",IN0001.02,"Food",66.08,,,10.42781,,,1.99105,,
2005M01,"Jan. 2005",IN0001.03,"Tropical beverages",60.31,,,20.13944,,,1.80621,,
2005M01,"Jan. 2005",IN0001.04,"Vegetable oilseeds and oils",66.38,,,-22.36257,,,-2.81113,,
2005M01,"Jan. 2005",IN0001.06,"Agricultural raw materials",82.29,,,-1.74328,,,1.09337,,
2005M01,"Jan. 2005",IN0001.07,"Minerals, ores and metals",57.08,,,19.33933,,,10.40619,,
2005M01,"Jan. 2005",IN0001.08,"Minerals, ores and non-precious metals",80.04,,,32.78036,,,21.45675,,
2005M01,"Jan. 2005",IN0001.09,"Precious metals",38.93,,,2.47434,,,-3.82905,,
2005M01,"Jan. 2005",IN0001.10,"Fuels",92.17,,,27.28905,,,6.08886,,
2005M01,"Jan. 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M01,"Jan. 2005",IN0001.05,"Tropical beverages and food",64.66,,,12.53046,,,1.95522,,
2005M01,"Jan. 2005",IN0001.22,"All groups excl. fuels",62.33,,,8.2306,,,5.35835,,
2005M01,"Jan. 2005",IN0001.23,"All groups excl. precious metals",86.41,,,22.35911,,,6.5212,,
2005M01,"Jan. 2005",IN0001.24,"All groups excl. precious metals and fuels",72.86,,,9.69587,,,7.82892,,
2005M02,"Feb. 2005",IN0001.20,"All groups",83.18,,,26.79878,,,2.95829,,
2005M02,"Feb. 2005",IN0001.01,"All food",66.67,,,-1.11243,,,2.28598,,
2005M02,"Feb. 2005",IN0001.02,"Food",67.05,,,11.91788,,,1.46792,,
2005M02,"Feb. 2005",IN0001.03,"Tropical beverages",66.67,,,31.96754,,,10.54551,,
2005M02,"Feb. 2005",IN0001.04,"Vegetable oilseeds and oils",66.02,,,-26.73399,,,-0.54233,,
2005M02,"Feb. 2005",IN0001.06,"Agricultural raw materials",83.37,,,-0.78543,,,1.31243,,
2005M02,"Feb. 2005",IN0001.07,"Minerals, ores and metals",57.91,,,19.10736,,,1.4541,,
2005M02,"Feb. 2005",IN0001.08,"Minerals, ores and non-precious metals",81.7,,,29.86807,,,2.07396,,
2005M02,"Feb. 2005",IN0001.09,"Precious metals",39.1,,,4.71344,,,0.43668,,
2005M02,"Feb. 2005",IN0001.10,"Fuels",95.37,,,36.39874,,,3.47185,,
2005M02,"Feb. 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M02,"Feb. 2005",IN0001.05,"Tropical beverages and food",66.95,,,16.23264,,,3.5416,,
2005M02,"Feb. 2005",IN0001.22,"All groups excl. fuels",63.41,,,8.24513,,,1.73271,,
2005M02,"Feb. 2005",IN0001.23,"All groups excl. precious metals",89.1,,,28.40467,,,3.11307,,
2005M02,"Feb. 2005",IN0001.24,"All groups excl. precious metals and fuels",74.36,,,9.12827,,,2.05874,,
2005M03,"Mar. 2005",IN0001.20,"All groups",91.19,,,32.83321,,,9.62972,,
2005M03,"Mar. 2005",IN0001.01,"All food",69.96,,,-1.56184,,,4.93475,,
2005M03,"Mar. 2005",IN0001.02,"Food",67.56,,,8.18255,,,0.76063,,
2005M03,"Mar. 2005",IN0001.03,"Tropical beverages",72.32,,,45.45455,,,8.47458,,
2005M03,"Mar. 2005",IN0001.04,"Vegetable oilseeds and oils",72.79,,,-25.88331,,,10.25447,,
2005M03,"Mar. 2005",IN0001.06,"Agricultural raw materials",83.95,,,0.59916,,,0.69569,,
2005M03,"Mar. 2005",IN0001.07,"Minerals, ores and metals",59.69,,,20.48849,,,3.07374,,
2005M03,"Mar. 2005",IN0001.08,"Minerals, ores and non-precious metals",84.55,,,32.04748,,,3.48837,,
2005M03,"Mar. 2005",IN0001.09,"Precious metals",40.05,,,5.14571,,,2.42967,,
2005M03,"Mar. 2005",IN0001.10,"Fuels",106.97,,,44.9458,,,12.16315,,
2005M03,"Mar. 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M03,"Mar. 2005",IN0001.05,"Tropical beverages and food",68.73,,,15.88265,,,2.6587,,
2005M03,"Mar. 2005",IN0001.22,"All groups excl. fuels",65.61,,,8.80597,,,3.46948,,
2005M03,"Mar. 2005",IN0001.23,"All groups excl. precious metals",98.06,,,34.79038,,,10.05612,,
2005M03,"Mar. 2005",IN0001.24,"All groups excl. precious metals and fuels",77.11,,,9.68706,,,3.69822,,
2005M04,"Apr. 2005",IN0001.20,"All groups",91.77,,,32.23343,,,0.63603,,
2005M04,"Apr. 2005",IN0001.01,"All food",68.55,,,-0.37785,,,-2.01544,,
2005M04,"Apr. 2005",IN0001.02,"Food",66.57,,,4.01562,,,-1.46536,,
2005M04,"Apr. 2005",IN0001.03,"Tropical beverages",69.42,,,45.1087,,,-4.00996,,
2005M04,"Apr. 2005",IN0001.04,"Vegetable oilseeds and oils",71.5,,,-19.76209,,,-1.77222,,
2005M04,"Apr. 2005",IN0001.06,"Agricultural raw materials",83.02,,,0.18101,,,-1.1078,,
2005M04,"Apr. 2005",IN0001.07,"Minerals, ores and metals",59.08,,,20.17901,,,-1.02195,,
2005M04,"Apr. 2005",IN0001.08,"Minerals, ores and non-precious metals",83.74,,,31.41871,,,-0.95801,,
2005M04,"Apr. 2005",IN0001.09,"Precious metals",39.59,,,5.15272,,,-1.14856,,
2005M04,"Apr. 2005",IN0001.10,"Fuels",108.48,,,43.35932,,,1.41161,,
2005M04,"Apr. 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M04,"Apr. 2005",IN0001.05,"Tropical beverages and food",67.27,,,12.07931,,,-2.12425,,
2005M04,"Apr. 2005",IN0001.22,"All groups excl. fuels",64.69,,,9.18143,,,-1.40223,,
2005M04,"Apr. 2005",IN0001.23,"All groups excl. precious metals",98.78,,,34.08443,,,0.73424,,
2005M04,"Apr. 2005",IN0001.24,"All groups excl. precious metals and fuels",75.98,,,10.16384,,,-1.46544,,
2005M05,"May  2005",IN0001.20,"All groups",87.73,,,19.4906,,,-4.40231,,
2005M05,"May  2005",IN0001.01,"All food",68.09,,,3.46452,,,-0.67104,,
2005M05,"May  2005",IN0001.02,"Food",66.22,,,4.97781,,,-0.52576,,
2005M05,"May  2005",IN0001.03,"Tropical beverages",68.73,,,42.12159,,,-0.99395,,
2005M05,"May  2005",IN0001.04,"Vegetable oilseeds and oils",70.99,,,-11.82462,,,-0.71329,,
2005M05,"May  2005",IN0001.06,"Agricultural raw materials",83.42,,,3.01309,,,0.48181,,
2005M05,"May  2005",IN0001.07,"Minerals, ores and metals",58.2,,,24.54526,,,-1.48951,,
2005M05,"May  2005",IN0001.08,"Minerals, ores and non-precious metals",82.52,,,34.85864,,,-1.45689,,
2005M05,"May  2005",IN0001.09,"Precious metals",38.99,,,10.45326,,,-1.51553,,
2005M05,"May  2005",IN0001.10,"Fuels",102.32,,,22.18772,,,-5.67847,,
2005M05,"May  2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M05,"May  2005",IN0001.05,"Tropical beverages and food",66.84,,,12.43061,,,-0.63922,,
2005M05,"May  2005",IN0001.22,"All groups excl. fuels",64.08,,,13.0757,,,-0.94296,,
2005M05,"May  2005",IN0001.23,"All groups excl. precious metals",94.28,,,20.04074,,,-4.55558,,
2005M05,"May  2005",IN0001.24,"All groups excl. precious metals and fuels",75.38,,,13.69532,,,-0.78968,,
2005M06,"June 2005",IN0001.20,"All groups",95,,,32.58897,,,8.28679,,
2005M06,"June 2005",IN0001.01,"All food",69.53,,,7.94908,,,2.11485,,
2005M06,"June 2005",IN0001.02,"Food",67.16,,,5.8805,,,1.41951,,
2005M06,"June 2005",IN0001.03,"Tropical beverages",67.04,,,33.33333,,,-2.4589,,
2005M06,"June 2005",IN0001.04,"Vegetable oilseeds and oils",75.06,,,1.21359,,,5.7332,,
2005M06,"June 2005",IN0001.06,"Agricultural raw materials",84.09,,,4.88961,,,0.80316,,
2005M06,"June 2005",IN0001.07,"Minerals, ores and metals",59.34,,,24.76871,,,1.95876,,
2005M06,"June 2005",IN0001.08,"Minerals, ores and non-precious metals",83.99,,,34.88036,,,1.78139,,
2005M06,"June 2005",IN0001.09,"Precious metals",39.85,,,10.87924,,,2.20569,,
2005M06,"June 2005",IN0001.10,"Fuels",113.33,,,40,,,10.76036,,
2005M06,"June 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M06,"June 2005",IN0001.05,"Tropical beverages and food",67.13,,,11.53015,,,0.43387,,
2005M06,"June 2005",IN0001.22,"All groups excl. fuels",65.27,,,15.37918,,,1.85705,,
2005M06,"June 2005",IN0001.23,"All groups excl. precious metals",102.41,,,33.95683,,,8.62325,,
2005M06,"June 2005",IN0001.24,"All groups excl. precious metals and fuels",76.72,,,16.48952,,,1.77766,,
2005M07,"Jul. 2005",IN0001.20,"All groups",98.69,,,34.6936,,,3.88421,,
2005M07,"Jul. 2005",IN0001.01,"All food",69.27,,,8.93222,,,-0.37394,,
2005M07,"Jul. 2005",IN0001.02,"Food",68.84,,,7.27754,,,2.50149,,
2005M07,"Jul. 2005",IN0001.03,"Tropical beverages",62.81,,,31.23694,,,-6.30967,,
2005M07,"Jul. 2005",IN0001.04,"Vegetable oilseeds and oils",73.71,,,3.04767,,,-1.79856,,
2005M07,"Jul. 2005",IN0001.06,"Agricultural raw materials",86.27,,,10.09444,,,2.59246,,
2005M07,"Jul. 2005",IN0001.07,"Minerals, ores and metals",59.06,,,21.57266,,,-0.47186,,
2005M07,"Jul. 2005",IN0001.08,"Minerals, ores and non-precious metals",84.17,,,31.76268,,,0.21431,,
2005M07,"Jul. 2005",IN0001.09,"Precious metals",39.21,,,7.48355,,,-1.60602,,
2005M07,"Jul. 2005",IN0001.10,"Fuels",119.33,,,42.89307,,,5.29427,,
2005M07,"Jul. 2005",IN0001.31,"Selected groups",,,"Not available or not separately reported",,,"Not available or not separately reported",,,"Not available or not separately reported"
2005M07,"Jul. 2005",IN0001.05,"Tropical beverages and food",67.35,,,11.97007,,,0.32772,,
